"Species","TaxID"
"Cyperus articulatus","1352543"
"Cyperus bipartitus","1234198"
"Cyperus compressus","180964"
"Cyperus croceus","1234526"
"Cyperus cuspidatus","180966"
"Cyperus dentatus","2071985"
"Cyperus difformis","421870"
"Cyperus digitatus","1125409"
"Cyperus distans","502764"
"Cyperus distinctus","1077490"
"Cyperus echinatus","1053341"
"Cyperus entrerianus","1077492"
"Cyperus erythrorhizos","330166"
"Cyperus esculentus","1053340"
"Cyperus filicinus","1352567"
"Cyperus flavescens","76497"
"Cyperus grayi","1867318"
"Cyperus haspan","1077496"
"Cyperus hystricinus","1352548"
"Cyperus iria","388567"
"Cyperus lancastriensis","1256258"
"Cyperus lanceolatus","1353881"
"Cyperus lecontei","1352551"
"Cyperus lupulinus","932097"
"Cyperus ochraceus","1077501"
"Cyperus odoratus","388568"
"Cyperus ovatus","1352553"
"Cyperus oxylepis","1352554"
"Cyperus pilosus","1352555"
"Cyperus planifolius","1352556"
"Cyperus plukenetii","1352557"
"Cyperus polystachyos","1077519"
"Cyperus pseudovegetus","1077507"
"Cyperus pumilus","1234214"
"Cyperus refractus","1867333"
"Cyperus retrorsus","1352561"
"Cyperus rotundus","512623"
"Cyperus sanguinolentus","184125"
"Cyperus squarrosus","140880"
"Cyperus strigosus","529434"
"Cyperus surinamensis","1077514"
"Cyperus tetragonus","1352563"
"Cyperus thyrsiflorus","1352564"
"Cyperus virens","1620037"
"Cypripedium acaule","38191"
"Cypripedium kentuckiense","147073"
"Cypripedium parviflorum","153603"
"Cyrilla racemiflora","4341"
"Cyrtomium falcatum","84614"
"Cyrtomium fortunei","207839"
"Cystopteris bulbifera","1328777"
"Cystopteris protrusa","1328783"
"Cystopteris tennesseensis","1328786"
"Cytisus scoparius","3835"
"Dactylis glomerata","4509"
"Dactyloctenium aegyptium","270102"
"Dalea candida","252452"
"Dalea carnea","1620038"
"Dalea feayi","1969245"
"Dalea pinnata","1620039"
"Dalea purpurea","248511"
"Danthonia compressa","399374"
"Danthonia sericea","500237"
"Danthonia spicata","42048"
"Dasistoma macrophylla","282250"
"Datura quercifolia","45451"
"Datura stramonium","4076"
"Daucus carota","4039"
"Daucus pusillus","79171"
"Decodon verticillatus","162018"
"Delphinium alabamicum","157972"
"Delphinium carolinianum","157979"
"Delphinium tricorne","158006"
"Dennstaedtia punctilobula","32088"
"Deparia acrostichoides","1108166"
"Deparia petersenii","65727"
"Deschampsia flexuosa","29672"
"Descurainia pinnata","110556"
"Descurainia sophia","89411"
"Desmanthus illinoensis","196648"
"Desmodium canescens","556502"
"Desmodium ciliare","1549122"
"Desmodium cuspidatum","556504"
"Desmodium floridanum","458388"
"Desmodium glabellum","1871512"
"Desmodium glutinosum","556505"
"Desmodium incanum","564662"
"Desmodium laevigatum","2171534"
"Desmodium lineatum","2511797"
"Desmodium marilandicum","1549123"
"Desmodium nudiflorum","556507"
"Desmodium ochroleucum","2499980"
"Desmodium paniculatum","343495"
"Desmodium pauciflorum","556508"
"Desmodium perplexum","1549124"
"Desmodium rotundifolium","1089624"
"Desmodium sessilifolium","1871511"
"Desmodium strictum","1549125"
"Desmodium tenuifolium","2171536"
"Desmodium tortuosum","670327"
"Desmodium viridiflorum","2069405"
"Deutzia crenata","698544"
"Deutzia gracilis","23105"
"Deutzia parviflora","979727"
"Diamorpha smallii","2338965"
"Dianthus armeria","645197"
"Dianthus barbatus","278075"
"Diarrhena americana","65976"
"Dicentra canadensis","581247"
"Dicentra cucullaria","417911"
"Dicentra eximia","41767"
"Dicerandra linearifolia","403050"
"Dicerandra odoratissima","392622"
"Dicerandra radfordiana","403053"
"Dichanthelium aciculare","1620040"
"Dichanthelium acuminatum","220438"
"Dichanthelium boreale","2071910"
"Dichanthelium boscii","1620041"
"Dichanthelium clandestinum","220419"
"Dichanthelium commutatum","888266"
"Dichanthelium consanguineum","3030796"
"Dichanthelium depauperatum","888267"
"Dichanthelium dichotomum","795688"
"Dichanthelium erectifolium","2078731"
"Dichanthelium latifolium","1262105"
"Dichanthelium laxiflorum","1620043"
"Dichanthelium linearifolium","1262106"
"Dichanthelium oligosanthes","888268"
"Dichanthelium ovale","1969247"
"Dichanthelium ravenelii","2762469"
"Dichanthelium sabulorum","158139"
"Dichanthelium scabriusculum","1620045"
"Dichanthelium scoparium","888270"
"Dichanthelium sphaerocarpon","1620046"
"Dichanthelium strigosum","1125893"
"Dichanthelium wrightianum","2078740"
"Dichelostemma congestum","158492"
"Dichondra carolinensis","113199"
"Dichondra micrantha","1053343"
"Didiplis diandra","907228"
"Diervilla lonicera","79606"
"Diervilla rivularis","79607"
"Diervilla sessilifolia","79608"
"Digitaria bicornis","1475398"
"Digitaria ciliaris","66018"
"Digitaria cognata","944445"
"Digitaria filiformis","1620047"
"Digitaria ischaemum","261599"
"Digitaria sanguinalis","121769"
"Digitaria serotina","1969248"
"Digitaria villosa","2078742"
"Digitaria violascens","173843"
"Dioclea multiflora","1457502"
"Diodia teres","497229"
"Diodia virginiana","298690"
"Dioscorea alata","55571"
"Dioscorea bulbifera","35874"
"Dioscorea floridana","1620048"
"Dioscorea oppositifolia","569628"
"Dioscorea quaternata","1661266"
"Dioscorea villosa","330167"
"Diospyros virginiana","13493"
"Diphylleia cymosa","63347"
"Diplazium pycnocarpon","86699"
"Dirca palustris","39989"
"Distichlis spicata","38594"
"Ditrysinia fruticosa","316685"
"Dodecatheon meadia","59976"
"Doellingeria infirma","481912"
"Doellingeria sericocarpoides","2720230"
"Doellingeria umbellata","72927"
"Draba aprica","700881"
"Draba brachycarpa","311920"
"Draba reptans","95427"
"Draba verna","161951"
"Dracopis amplexicaulis","52290"
"Drosera brevifolia","173392"
"Drosera capillaris","122302"
"Drosera intermedia","463625"
"Drosera rotundifolia","173423"
"Drosera tracyi","1620049"
"Drymaria cordata","191453"
"Dryopteris carthusiana","239555"
"Dryopteris celsa","1082683"
"Dryopteris cristata","32114"
"Dryopteris goldieana","207840"
"Dryopteris intermedia","207841"
"Dryopteris ludoviciana","930111"
"Dryopteris marginalis","449839"
"Duchesnea indica","13044"
"Dulichium arundinaceum","100290"
"Dyschoriste humistrata","592421"
"Dyschoriste oblongifolia","592428"
"Dysphania ambrosioides","330163"
"Dysphania anthelmintica","2570618"
"Dysphania multifida","1072223"
"Dysphania pumilio","434245"
"Echinacea laevigata","502541"
"Echinacea pallida","53749"
"Echinacea purpurea","53751"
"Echinacea simulata","53752"
"Echinochloa colona","90396"
"Echinochloa crus-galli","90397"
"Echinochloa muricata","932099"
"Echinochloa walteri","458535"
"Echinocystis lobata","252533"
"Echinodorus berteroi","430087"
"Echinodorus cordifolius","13048"
"Echium vulgare","34253"
"Eclipta prostrata","53719"
"Edgeworthia chrysantha","142181"
"Egeria densa","55453"
"Elaeagnus pungens","693372"
"Elaeagnus umbellata","43233"
"Elatine americana","1642484"
"Elatine brachysperma","1642485"
"Eleocharis acicularis","280053"
"Eleocharis albida","110281"
"Eleocharis atropurpurea","76436"
"Eleocharis baldwinii","110282"
"Eleocharis bifida","863307"
"Eleocharis brittonii","863311"
"Eleocharis cellulosa","110283"
"Eleocharis compressa","756498"
"Eleocharis dulcis","110284"
"Eleocharis elongata","679961"
"Eleocharis engelmannii","110285"
"Eleocharis equisetoides","110286"
"Eleocharis erythropoda","753699"
"Eleocharis fallax","863329"
"Eleocharis flavescens","110287"
"Eleocharis geniculata","110288"
"Eleocharis melanocarpa","110290"
"Eleocharis microcarpa","110291"
"Eleocharis minima","863296"
"Eleocharis montana","863341"
"Eleocharis montevidensis","110292"
"Eleocharis obtusa","110294"
"Eleocharis olivacea","2071917"
"Eleocharis parvula","110299"
"Eleocharis quadrangulata","529437"
"Eleocharis robbinsii","110302"
"Eleocharis rostellata","110303"
"Eleocharis tenuis","863360"
"Eleocharis tortilis","110304"
"Eleocharis tricostata","863362"
"Eleocharis tuberculosa","679976"
"Eleocharis vivipara","63338"
"Eleocharis wolfii","2520623"
"Elephantopus carolinianus","434651"
"Elephantopus elatus","434652"
"Elephantopus nudatus","434653"
"Elephantopus tomentosus","318057"
"Eleusine indica","29674"
"Elionurus tripsacoides","152209"
"Elliottia racemosa","13506"
"Elymus hystrix","145781"
"Elymus macgregorii","568788"
"Elymus riparius","145779"
"Elymus semicostatus","129755"
"Elymus villosus","1316036"
"Elymus virginicus","145780"
"Elytraria caroliniensis","640491"
"Emilia fosbergii","671524"
"Emilia sonchifolia","415160"
"Epidendrum magnoliae","2174793"
"Epifagus virginiana","4177"
"Epigaea repens","45914"
"Epilobium coloratum","932100"
"Equisetum arvense","3258"
"Equisetum hyemale","3262"
"Eragrostis amabilis","208267"
"Eragrostis atrovirens","688078"
"Eragrostis bahiensis","208269"
"Eragrostis capillaris","2053047"
"Eragrostis cilianensis","48734"
"Eragrostis ciliaris","208272"
"Eragrostis cumingii","2528925"
"Eragrostis curvula","38414"
"Eragrostis elliottii","330869"
"Eragrostis frankii","2071920"
"Eragrostis hirsuta","1969249"
"Eragrostis hypnoides","270244"
"Eragrostis intermedia","208275"
"Eragrostis japonica","58089"
"Eragrostis lugens","208278"
"Eragrostis minor","110886"
"Eragrostis pectinacea","433869"
"Eragrostis pilosa","208273"
"Eragrostis refracta","2575305"
"Eragrostis secundiflora","208288"
"Eragrostis spectabilis","888271"
"Eragrostis unioloides","270105"
"Erechtites hieraciifolius","189215"
"Eremochloa ophiuroides","866555"
"Erigenia bulbosa","63005"
"Erigeron annuus","91248"
"Erigeron philadelphicus","72930"
"Erigeron pulchellus","91287"
"Erigeron quercifolius","91290"
"Erigeron strigosus","91296"
"Erigeron vernus","1620051"
"Eriobotrya japonica","32224"
"Eriocaulon compressum","217531"
"Eriocaulon decangulare","189387"
"Eriocaulon koernickianum","352489"
"Eriocaulon lineare","2078744"
"Eriocaulon texense","3042681"
"Eriochloa acuminata","744466"
"Eriochloa michauxii","1620052"
"Eriochloa punctata","158102"
"Eriogonum tomentosum","137678"
"Eriophorum virginicum","1540056"
"Erodium cicutarium","301481"
"Eryngium aquaticum","2065885"
"Eryngium aromaticum","393507"
"Eryngium baldwinii","488460"
"Eryngium foetidum","477864"
"Eryngium integrifolium","477879"
"Eryngium prostratum","477899"
"Eryngium yuccifolium","90460"
"Erythrina crista-galli","49817"
"Erythrina herbacea","1620053"
"Erythronium albidum","134856"
"Erythronium americanum","202119"
"Erythronium umbilicatum","202160"
"Eschscholzia californica","3467"
"Euonymus alatus","4307"
"Euonymus americanus","473042"
"Euonymus atropurpureus","482937"
"Euonymus bungeanus","4309"
"Euonymus fortunei","255352"
"Euonymus obovatus","2071469"
"Eupatorium album","102768"
"Eupatorium altissimum","102769"
"Eupatorium capillifolium","102771"
"Eupatorium compositifolium","103746"
"Eupatorium glaucescens","102773"
"Eupatorium godfreyanum","355892"
"Eupatorium hyssopifolium","102774"
"Eupatorium leptophyllum","103752"
"Eupatorium leucolepis","102775"
"Eupatorium mohrii","355896"
"Eupatorium perfoliatum","102777"
"Eupatorium pilosum","355893"
"Eupatorium rotundifolium","102778"
"Eupatorium semiserratum","103755"
"Eupatorium serotinum","103756"
"Eupatorium sessilifolium","102779"
"Euphorbia commutata","1333898"
"Euphorbia corollata","457242"
"Euphorbia curtisii","2291086"
"Euphorbia cyathophora","216473"
"Euphorbia cyparissias","38844"
"Euphorbia dentata","216475"
"Euphorbia discoidalis","2291082"
"Euphorbia exserta","1620064"
"Euphorbia floridana","1969316"
"Euphorbia helioscopia","154990"
"Euphorbia heterophylla","212910"
"Euphorbia ipecacuanhae","212916"
"Euphorbia lathyris","212925"
"Euphorbia marginata","28955"
"Euphorbia mercurialina","2291083"
"Euphorbia peplus","38846"
"Euphorbia pubentissima","166973"
"Euphorbia spathulata","212983"
"Euphorbia tetrapora","1449379"
"Eurybia avita","481913"
"Eurybia chlorolepis","481914"
"Eurybia compacta","481915"
"Eurybia divaricata","300142"
"Eurybia eryngiifolia","300139"
"Eurybia hemispherica","481918"
"Eurybia jonesiae","481920"
"Eurybia macrophylla","481921"
"Eurybia paludosa","481924"
"Eurybia spectabilis","481929"
"Eurybia surculosa","300141"
"Eustachys distichophylla","110887"
"Eustachys floridana","1704219"
"Eustachys glauca","1704221"
"Eustachys paspaloides","110888"
"Eustachys petraea","38698"
"Eustachys retusa","1704223"
"Euthamia caroliniana","199513"
"Euthamia leptocephala","199511"
"Eutrochium fistulosum","102764"
"Eutrochium maculatum","102765"
"Eutrochium purpureum","102766"
"Evax verna","2907092"
"Evolvulus sericeus","113201"
"Exochorda racemosa","133206"
"Facelis retusa","1240356"
"Fagopyrum esculentum","3617"
"Fagus grandifolia","60423"
"Fatoua villosa","66391"
"Festuca brevipila","98746"
"Festuca paradoxa","2527780"
"Festuca rubra","52153"
"Festuca subverticillata","391970"
"Ficus carica","3494"
"Ficus pumila","66386"
"Filago vulgaris","702244"
"Fimbristylis autumnalis","372897"
"Fimbristylis caroliniana","1620054"
"Fimbristylis dichotoma","76444"
"Fimbristylis littoralis","269586"
"Fimbristylis puberula","1620055"
"Fimbristylis schoenoides","1620056"
"Fimbristylis vahlii","2499703"
"Firmiana simplex","190243"
"Flaveria bidentis","4224"
"Fleischmannia incarnata","102781"
"Foeniculum vulgare","2849586"
"Forestiera acuminata","126413"
"Forestiera godfreyi","1620058"
"Forestiera ligustrina","1539464"
"Forestiera segregata","126416"
"Fothergilla gardenii","744290"
"Fothergilla major","2911583"
"Fragaria virginiana","101015"
"Frangula caroliniana","280013"
"Franklinia alatamaha","182302"
"Frasera caroliniensis","485363"
"Fraxinus americana","38872"
"Fraxinus caroliniana","490837"
"Fraxinus pennsylvanica","56036"
"Fraxinus profunda","757440"
"Fraxinus quadrangulata","56032"
"Froelichia floridana","46114"
"Froelichia gracilis","169208"
"Fuirena breviseta","906933"
"Fuirena pumila","906954"
"Fuirena scirpoidea","906956"
"Fuirena squarrosa","2782341"
"Fumaria officinalis","200993"
"Fumaria parviflora","1464625"
"Gaillardia aestivalis","373155"
"Gaillardia pulchella","128738"
"Galactia elliottii","1620059"
"Galactia erecta","1457480"
"Galactia floridana","2069406"
"Galactia microphylla","3086061"
"Galactia mollis","2069407"
"Galactia regularis","1457495"
"Galactia volubilis","1089625"
"Galax urceolata","55362"
"Galearis spectabilis","256339"
"Galinsoga parviflora","176602"
"Galinsoga quadriradiata","183030"
"Galium aparine","29788"
"Galium circaezans","715667"
"Galium divaricatum","29790"
"Galium hispidulum","1620060"
"Galium latifolium","792616"
"Galium mollugo","254777"
"Galium obtusum","792624"
"Galium odoratum","35899"
"Galium orizabense","3015704"
"Galium pilosum","715705"
"Galium tinctorium","715720"
"Galium tricornutum","715722"
"Galium triflorum","715723"
"Galium uniflorum","792633"
"Gamochaeta argyrinea","1240357"
"Gamochaeta chionesthes","1906827"
"Gamochaeta coarctata","857092"
"Gamochaeta falcata","1611274"
"Gamochaeta pensylvanica","125697"
"Gamochaeta purpurea","318055"
"Gamochaeta simplicicaulis","1754123"
"Gaultheria procumbens","157519"
"Gaylussacia baccata","128893"
"Gaylussacia dumosa","128896"
"Gaylussacia frondosa","128897"
"Gaylussacia mosieri","128899"
"Gaylussacia nana","128900"
"Gaylussacia tomentosa","128902"
"Gaylussacia ursina","128903"
"Gelsemium rankinii","427661"
"Gelsemium sempervirens","28542"
"Gentiana autumnalis","2164088"
"Gentiana catesbaei","2164089"
"Gentiana decora","544963"
"Gentiana saponaria","984480"
"Gentianella quinquefolia","137117"
"Gentianopsis crinita","84894"
"Geranium carolinianum","554690"
"Geranium columbinum","379943"
"Geranium dissectum","326028"
"Geranium maculatum","1663611"
"Geranium molle","581251"
"Geranium pusillum","122182"
"Geum aleppicum","714473"
"Geum canadense","350588"
"Geum vernum","148900"
"Geum virginianum","2071474"
"Gillenia stipulata","141002"
"Gillenia trifoliata","141003"
"Gladiolus papilio","58995"
"Glandularia x hybrida","76714"
"Glandularia bipinnatifida","312283"
"Glandularia canadensis","463117"
"Glandularia pulchella","443389"
"Glaucium corniculatum","1533087"
"Glechoma hederacea","28509"
"Gleditsia aquatica","66088"
"Gleditsia triacanthos","54874"
"Glyceria acutiflora","388674"
"Glyceria melicaria","388681"
"Glyceria septentrionalis","388684"
"Glyceria striata","37677"
"Glycine max","3847"
"Gomphrena serrata","221778"
"Goodyera pubescens","78780"
"Gordonia lasianthus","182306"
"Gratiola aurea","438840"
"Gratiola brevifolia","307730"
"Gratiola floridana","1037434"
"Gratiola hispida","438419"
"Gratiola neglecta","307731"
"Gratiola pilosa","68864"
"Gratiola ramosa","1620061"
"Gratiola virginiana","307729"
"Gratiola viscidula","2029237"
"Gymnocladus dioicus","53883"
"Gymnopogon ambiguus","433878"
"Gymnopogon brevifolius","160579"
"Gymnopogon chapmanianus","1419564"
"Gymnostyles stolonifera","301875"
"Habenaria quinqueseta","1263478"
"Habenaria repens","38205"
"Habranthus tubispathus","1697123"
"Hackelia virginiana","1452876"
"Hackelochloa granularis","330564"
"Halesia carolina","85887"
"Halesia diptera","86865"
"Halesia tetraptera","105896"
"Hamamelis virginiana","4397"
"Hartwrightia floridana","983211"
"Hasteola suaveolens","422328"
"Hedeoma hispida","2065897"
"Hedeoma pulegioides","1547260"
"Hedera helix","4052"
"Hedychium coronarium","71610"
"Helenium amarum","289417"
"Helenium autumnale","138408"
"Helenium brevifolium","1448039"
"Helenium flexuosum","53721"
"Helenium pinnatifidum","1448040"
"Helenium vernale","1448042"
"Helianthemum canadense","1085672"
"Helianthemum carolinianum","1620112"
"Helianthemum corymbosum","1620113"
"Helianthemum rosmarinifolium","2020777"
"Helianthus x laetiflorus","2010334"
"Helianthus agrestis","73272"
"Helianthus angustifolius","73273"
"Helianthus annuus","4232"
"Helianthus atrorubens","73277"
